perno,address,dateFrom,dateTo,postcode,long,lat
1666,"526 Geoffrey wall, Alexfort, HD9 3PS",2007-05-05,,HD9 3PS,-1.7878,53.5697
1667,"Studio 26, Hargreaves plains, Josephport, E7A 6HT",2015-10-02,,E7A 6HT,,
1668,"27 Trevor hill, Brucestad, NN5E 7YP",2008-10-11,,NN5E 7YP,,
1668,"83 Sam glens, North Francesview, SK47 1FS",2021-10-01,2014-11-23 00:00:00,SK47 1FS,,
1669,"060 Finch square, Elliottchester, HS15 7JF",2008-01-26,2020-07-30 00:00:00,HS15 7JF,,
1669,"701 Leon landing, Victorfurt, TW76 5QB",2021-08-24,,TW76 5QB,,
167,"3 Zoe street, West Allan, S7T 2DB",2011-07-18,2018-02-26 00:00:00,S7T 2DB,,
1670,"Flat 8, Saunders village, Ericfort, NN36 2NY",2008-03-11,,NN36 2NY,,
1670,"Studio 18, Parkes heights, Lake Annberg, CH4W 4AJ",2019-02-28,,CH4W 4AJ,,
1671,"Studio 0, Walsh harbors, East Jayne, S11 3AE",2014-11-16,,S11 3AE,-1.5084,53.3608
1672,"512 Eric pines, Williamsview, S64 2NU",2019-08-08,,S64 2NU,-1.304275,53.4826
1673,"Studio 0, Guy motorway, South Natasha, S4 9JB",2006-06-23,,S4 9JB,-1.4659,53.383
1674,"Studio 98V, Wilson locks, South Nathan, N3 8JA",2009-01-19,,N3 8JA,-0.1943,51.6004
1675,"Studio 6, Connor streets, Grayville, KW0 3DX",2014-01-15,,KW0 3DX,,
1676,"Studio 0, Brooks curve, Finchview, L1 6WN",2004-10-09,,L1 6WN,-2.9779,53.4106
1677,"8 Sanders port, West Jodiehaven, CB74 3DJ",2014-08-10,,CB74 3DJ,,
1677,"261 Carl brooks, East Justin, IV13 8FH",2015-07-05,,IV13 8FH,-4.016363636363637,57.3079
1678,"Flat 0, Hollie mews, Louisfort, SS1A 9BW",2017-04-18,,SS1A 9BW,,
1679,"08 Bennett lights, Harveychester, ML3 5EY",2004-01-09,,ML3 5EY,-4.045457142857143,55.7707
1679,"Flat 1, Schofield turnpike, East Tonyborough, MK7M 5WN",2014-02-03,,MK7M 5WN,,
1679,"2 Williams hill, West Jadeport, KY43 5TA",2018-11-30,2019-06-04 00:00:00,KY43 5TA,,
168,"Flat 20, White pine, Johnsonstad, CT7M 0EA",2011-06-06,,CT7M 0EA,,
1680,"109 Lawrence hollow, North Joannatown, WV9N 5BH",2013-06-14,,WV9N 5BH,,
1681,"Studio 1, Roberts junctions, Coopertown, HR88 1DH",2010-03-31,,HR88 1DH,,
1681,"Flat 87, Riley ville, Port Heatherstad, BR37 9FS",2015-09-25,,BR37 9FS,,
1682,"Flat 85R, Barry circle, Allenshire, LN41 6EX",2017-09-06,,LN41 6EX,,
1683,"Studio 0, Bolton mountain, Bryanstad, YO5E 9JZ",2011-02-27,,YO5E 9JZ,,
1684,"Flat 25, Christian drives, Hughesberg, CT2A 4SL",2014-07-23,,CT2A 4SL,,
1685,"944 Lesley key, Morrisonbury, S79 6BS",2020-06-02,,S79 6BS,,
1686,"277 Parsons pine, South Mohammad, CM4 9JS",2005-04-30,,CM4 9JS,0.3939777777777777,51.7167
1686,"Flat 15, James harbors, West Laurenview, TA1 1QF",2006-03-19,,TA1 1QF,-3.1091,51.0149
1686,"92 Arnold falls, Lydiashire, L8G 7UX",2014-07-30,,L8G 7UX,,
1687,"10 Heather park, New Aimee, E47 9YQ",2014-08-03,2012-05-07 00:00:00,E47 9YQ,,
1688,"Studio 08, Barbara garden, Warnerton, L4D 5BW",2017-11-13,2013-04-24 00:00:00,L4D 5BW,,
1689,"2 Abdul fork, South Seanchester, S6G 1FB",2006-03-31,,S6G 1FB,,
1689,"Studio 29i, Annette walks, Hillburgh, G22 1AN",2009-06-02,2015-06-22 00:00:00,G22 1AN,-4.2576,55.8651
169,"79 Fiona station, Flemingberg, JE95 4BT",2019-12-15,2019-02-16 00:00:00,JE95 4BT,,
1690,"Flat 1, Melanie views, Darrenport, SA39 8WA",2019-02-05,,SA39 8WA,-4.2481,52.0191
1691,"Flat 8, Mandy court, Warrenfurt, DY3M 2RS",2008-12-18,,DY3M 2RS,,
1691,"Studio 26N, Glen garden, North Danielbury, L6 1AG",2013-01-20,,L6 1AG,-2.9779,53.4106
1692,"0 Francis row, Susanhaven, W1 8EX",2021-03-30,2018-03-24 00:00:00,W1 8EX,-0.0986428571428571,51.4822
1693,"7 Metcalfe motorway, South Christine, W9H 2GP",2021-11-26,,W9H 2GP,,
1694,"6 Megan flats, Joshuaburgh, S2W 7GE",2006-05-22,,S2W 7GE,,
1694,"147 Russell lodge, Coleport, W0A 1UA",2007-11-19,,W0A 1UA,,
1695,"42 Stanley divide, East Declan, M5 5YJ",2011-08-31,,M5 5YJ,-2.2859,53.4792
1696,"Flat 8, Annette circle, Sandraborough, E2 9FY",2017-05-20,,E2 9FY,-0.055525,51.5386
1697,"28 Campbell locks, Aliceside, S4 7GF",2014-11-16,,S4 7GF,-1.4659,53.383
1698,"Flat 7, Connor mountain, South Tomtown, E8D 9DU",2009-09-17,,E8D 9DU,,
1699,"Flat 5, Adams cliffs, Evansmouth, B9 8RD",2021-03-02,,B9 8RD,-1.8506,52.4783
17,"Flat 56, Melissa junction, Joelfurt, G2 2AY",2016-04-15,2012-08-11 00:00:00,G2 2AY,-4.2576,55.8651
170,"Flat 6, Sheppard points, Lake Molly, LA9 3TJ",2008-04-24,,LA9 3TJ,-2.74938,54.3253
1700,"3 Watson light, South Pauline, LU3 5LB",2015-02-10,,LU3 5LB,-0.4567666666666666,51.9182
1701,"Studio 8, Wilson shoal, Brownfurt, M51 5AD",2016-09-19,,M51 5AD,,
1702,"Flat 1, Graham lake, Robertsside, L8 4PP",2005-03-19,,L8 4PP,-2.9779,53.4106
1703,"Studio 22, Ward curve, Ambershire, S3A 7JH",2014-08-29,,S3A 7JH,,
1704,"94 Smith isle, West Maxport, B21 0TQ",2005-06-29,2011-09-13 00:00:00,B21 0TQ,-1.9406,52.5064
1705,"1 Powell oval, Mohammedville, L47 1EY",2010-06-25,,L47 1EY,,
1706,"Flat 78z, Joanna vista, Peterchester, PH7A 2QG",2004-10-01,,PH7A 2QG,,
1706,"3 Cook freeway, Port Stephaniehaven, IP83 4SS",2010-11-05,2017-06-09 00:00:00,IP83 4SS,,
1707,"Flat 6, Geoffrey oval, Charlottemouth, KA0 0YJ",2016-11-04,2021-03-30 00:00:00,KA0 0YJ,,
1708,"256 Ryan extension, Hillchester, S4 5RE",2012-03-10,,S4 5RE,-1.4659,53.383
1709,"Flat 9, Kirsty ranch, Claireborough, WA4 4YJ",2014-08-18,,WA4 4YJ,-2.583875,53.3065
171,"Studio 6, Shaw overpass, Sambury, S35 0HJ",2021-02-05,,S35 0HJ,-1.4974,53.4581
1710,"Studio 2, Gavin track, Reynoldsfort, W0 6NN",2012-02-08,2016-03-22 00:00:00,W0 6NN,,
1711,"29 Owen wells, Lake Raymondland, E38 9FT",2014-07-13,2020-10-13 00:00:00,E38 9FT,,
1711,"Flat 88, Margaret crescent, Butlerhaven, SL1A 6BB",2019-04-17,,SL1A 6BB,,
1712,"Flat 5, Hamilton stream, Port Nigel, TF4 7QS",2006-06-28,2021-11-25 00:00:00,TF4 7QS,-2.4797666666666665,52.6833
1713,"Studio 60, Watson forge, North Fiona, L7G 6XY",2006-05-11,,L7G 6XY,,
1714,"369 Lee island, Rosehaven, G4 0FG",2011-03-18,2020-02-17 00:00:00,G4 0FG,-4.2576,55.8651
1715,"Studio 13, Austin vista, Abigailmouth, DT93 5HA",2009-04-24,,DT93 5HA,,
1716,"5 Barrett glen, Dennistown, N8F 3ZQ",2008-01-12,,N8F 3ZQ,,
1717,"69 Gillian mountains, New Ronald, PH51 5GG",2007-11-12,,PH51 5GG,,
1718,"84 Jane centers, New Bryanstad, B9 0WR",2012-05-31,2015-09-25 00:00:00,B9 0WR,-1.8506,52.4783
1718,"55 Geoffrey squares, Port Francesberg, E1J 4UA",2020-12-26,2020-12-04 00:00:00,E1J 4UA,,
1719,"Flat 3, Lewis views, Edwardshaven, W7 5LY",2016-11-26,,W7 5LY,-0.3358999999999999,51.5118
1719,"Flat 5, Martyn estates, Port Barrymouth, RG0B 7PE",2017-08-26,,RG0B 7PE,,
1719,"39 Burke villages, Farmermouth, LS54 4NX",2019-10-21,,LS54 4NX,,
172,"7 Williams rapids, New Diane, HS8H 2FP",2005-10-21,2017-11-15 00:00:00,HS8H 2FP,,
1720,"Studio 49q, Doyle harbor, Franciston, S45 0NJ",2014-04-22,,S45 0NJ,-1.400425,53.1658
1721,"Flat 40, Gill village, Leesshire, L7 7SN",2004-10-28,,L7 7SN,-2.9779,53.4106
1722,"Flat 45, Antony fords, Daviesberg, S2 2RN",2004-10-30,2010-01-23 00:00:00,S2 2RN,-1.4659,53.383
1722,"Flat 9, Fisher keys, New Charles, W6S 2FT",2021-08-09,,W6S 2FT,,
1723,"3 Shaw knolls, Jonathanborough, IM6P 7JP",2013-06-18,,IM6P 7JP,,
1724,"Studio 9, Ryan wells, Ericmouth, DA1 5XQ",2020-03-30,,DA1 5XQ,0.1994,51.4519
1725,"Studio 40e, Williams crossing, West Bethany, LA67 1AT",2010-10-14,,LA67 1AT,,
1726,"Flat 69, Barber valleys, Chelseatown, RG00 6LU",2005-10-14,,RG00 6LU,,
1726,"467 Sophie road, Rachaelmouth, NE2 1HA",2010-03-25,,NE2 1HA,-1.592,54.9901
1727,"Studio 38, Morgan motorway, Brownview, M56 9FL",2007-06-18,2016-12-03 00:00:00,M56 9FL,,
1727,"Studio 7, Caroline way, Wallisberg, G9 9DD",2008-11-17,,G9 9DD,-4.25,55.8667
1728,"Flat 8, Barnes shore, Dawnland, N9 2RY",2016-05-15,,N9 2RY,,
1729,"2 Heather burgs, Port Rossmouth, EH46 2WQ",2008-03-11,,EH46 2WQ,-3.3338,55.7869
1729,"37 O'Brien rapids, Pamelamouth, KW4B 4TF",2013-08-27,,KW4B 4TF,,
173,"4 Richardson ports, Nixonton, S16 7PG",2014-08-10,,S16 7PG,,
1730,"Studio 94O, Howard pass, Lake Sara, PA7H 1HY",2021-08-21,,PA7H 1HY,,
1731,"Studio 54, French ports, Haynesfurt, E91 7DY",2005-12-12,,E91 7DY,,
1732,"Flat 59M, Karen extensions, Bishopburgh, N7 9FE",2014-01-13,2008-07-15 00:00:00,N7 9FE,-0.1205142857142857,51.5524
1733,"116 Marsh mountain, Port Sallyfort, N57 6HX",2021-01-26,2016-03-14 00:00:00,N57 6HX,,
1734,"928 Joseph port, West Paula, JE0 7ZP",2017-03-13,,JE0 7ZP,,
1735,"Studio 33, Abbie oval, North Leightown, BH46 3ZQ",2021-08-23,,BH46 3ZQ,,
1736,"60 Hill centers, Gerardchester, E36 5RF",2013-08-31,2020-06-06 00:00:00,E36 5RF,,
1736,"113 Barbara prairie, Bakerhaven, PH5H 7BD",2016-03-07,,PH5H 7BD,,
1736,"Flat 76T, Walsh course, Port Lewis, DG0Y 8BZ",2016-12-05,,DG0Y 8BZ,,
1737,"Flat 52l, Hutchinson terrace, Johnsontown, YO1 3LJ",2020-02-21,,YO1 3LJ,-1.0827857142857142,53.9586
1738,"Flat 04D, Roberts flat, Abbieborough, S94 3GJ",2017-07-24,2019-09-07 00:00:00,S94 3GJ,,
1739,"53 Bethan circle, Susanfurt, M1 9SE",2012-06-10,,M1 9SE,-2.2374,53.4809
174,"Flat 0, Wendy drive, New Clare, ZE9E 1YY",2014-06-08,,ZE9E 1YY,,
1740,"62 Melanie river, Mandyhaven, L0 9RZ",2009-10-20,,L0 9RZ,,
1741,"9 Helen wells, Dayberg, SG1E 1ZH",2012-09-29,,SG1E 1ZH,,
1742,"6 Josephine street, Lake Conorhaven, W5J 7GR",2006-03-22,2021-03-21 00:00:00,W5J 7GR,,
1743,"Flat 7, Williams divide, East Mohammadburgh, HR0 0BE",2017-04-04,,HR0 0BE,,
1744,"Flat 1, Oliver rest, North Leah, SM8 9TN",2009-05-12,,SM8 9TN,,
1745,"Flat 2, Smith ramp, East Bradleytown, L6 3ES",2005-07-30,2018-09-15 00:00:00,L6 3ES,-2.9779,53.4106
1746,"37 Kenneth isle, Finchstad, N3 3UP",2006-08-14,,N3 3UP,-0.1943,51.6004
1746,"5 Kathleen overpass, East Hannah, L6G 4EG",2008-12-23,,L6G 4EG,,
1747,"Flat 07q, Jonathan square, South Davidstad, CF3 9TF",2017-11-27,,CF3 9TF,-3.0891333333333333,51.5238
1748,"Flat 42, Shaw valleys, North Molly, SO0 1HH",2013-08-16,,SO0 1HH,,
1749,"Studio 5, Hope square, Hobbsberg, S50 7AN",2005-11-05,2020-05-28 00:00:00,S50 7AN,,
175,"Studio 75F, Wayne trafficway, Chamberlainshire, S4 2RD",2011-06-30,,S4 2RD,-1.4659,53.383
1750,"7 Reynolds stravenue, New Joshport, M2 0AH",2005-03-30,2018-06-22 00:00:00,M2 0AH,-2.2374,53.4809
1751,"752 Cox land, West Sallyview, E8 3QN",2004-08-24,,E8 3QN,-0.0629,51.548
1752,"12 White alley, Lawsonberg, HA1 9PZ",2011-01-05,,HA1 9PZ,-0.33615,51.5834
1752,"Flat 26, Wells lakes, South Karlland, TD3X 6SA",2020-06-21,,TD3X 6SA,,
1753,"Studio 7, Jack overpass, Julieborough, TW4V 1DH",2005-05-25,,TW4V 1DH,,
1754,"Flat 57, Diana camp, Peterhaven, CM9M 5SQ",2012-06-26,,CM9M 5SQ,,
1754,"Flat 64, Humphreys manor, East Stephanie, L5K 0YR",2015-09-30,,L5K 0YR,,
1755,"54 Marilyn highway, Joneston, N75 6YX",2005-03-01,,N75 6YX,,
1755,"6 John isle, Harryfort, KW26 0XE",2006-05-07,,KW26 0XE,,
1755,"3 Sheila turnpike, West Gillian, B1 1SW",2016-09-15,,B1 1SW,-1.8998,52.4814
1756,"Studio 49, Debra via, Helenburgh, L83 1GE",2008-07-14,,L83 1GE,,
1757,"584 Bruce lodge, Allenchester, N9G 1RD",2009-12-08,,N9G 1RD,,
1758,"Flat 96A, Terence prairie, Dohertyport, L1E 5BD",2018-09-21,,L1E 5BD,,
1759,"Studio 41, Foster locks, Lake Nicole, BS7Y 4HS",2017-02-07,,BS7Y 4HS,,
176,"Studio 70, Holden mission, North Janetburgh, ST8 6NP",2015-04-08,2017-12-03 00:00:00,ST8 6NP,-2.169114285714286,53.1154
1760,"Flat 84T, Tyler loop, Mandyport, G6E 6RQ",2018-08-30,,G6E 6RQ,,
1761,"0 Reynolds lodge, South Brianview, L72 0SW",2011-10-06,,L72 0SW,-2.972,53.5041
1761,"996 Holly isle, Millermouth, M5K 3GU",2018-08-07,,M5K 3GU,,
1761,"Flat 13d, Lawrence rest, Thomsonfort, WA4E 4JZ",2020-07-09,,WA4E 4JZ,,
1762,"Studio 6, Edward village, Glennshire, EH52 5NA",2007-11-05,2015-05-22 00:00:00,EH52 5NA,-3.4882625,55.9303
1762,"792 Lewis mall, Lake Scottberg, BS03 6XG",2017-04-30,,BS03 6XG,,
1763,"88 Humphreys heights, South Clifford, CB1 3BH",2017-10-19,,CB1 3BH,0.1483272727272727,52.1969
1764,"9 Smith road, Carolinestad, NE22 6ZD",2007-11-07,,NE22 6ZD,-1.5932000000000002,55.1306
1765,"Flat 8, Eleanor extensions, Marcusview, N7 2HH",2016-06-13,,N7 2HH,-0.1205142857142857,51.5524
1766,"29 Green rest, West Ryanberg, E2 8EA",2016-01-25,,E2 8EA,-0.055525,51.5386
1767,"21 Kimberley crossing, Port Duncan, W87 7ZJ",2020-12-23,2019-05-03 00:00:00,W87 7ZJ,,
1768,"Flat 70, Leonard track, East Frederick, NP5E 6UJ",2013-03-21,,NP5E 6UJ,,
1769,"788 Declan spurs, Rhodesside, TD0 9UD",2012-09-15,,TD0 9UD,,
177,"Flat 63u, William field, Annaside, TD4 3BB",2020-01-07,,TD4 3BB,-2.66748,55.6386
1770,"88 Leah causeway, Port Damien, PL2 7TN",2003-12-07,,PL2 7TN,-4.143,50.3715
1771,"Flat 4, Blake key, Oliviaside, HS0Y 2AP",2012-10-17,,HS0Y 2AP,,
1772,"577 Tom harbor, Kimburgh, BR4 5PW",2006-04-14,2010-05-04 00:00:00,BR4 5PW,-0.0167,51.3667
1773,"393 Diana run, Lake Arthurland, W80 1PF",2019-12-20,2018-10-02 00:00:00,W80 1PF,,
1774,"Flat 45, Denise views, Ruthmouth, KT9 1UD",2017-08-14,,KT9 1UD,-0.3054,51.3624
1775,"Flat 9, Griffin expressway, East Sarah, SY6E 5DX",2012-03-07,,SY6E 5DX,,
1776,"1 Pauline isle, Owenport, DH36 1DD",2008-03-21,,DH36 1DD,,
1777,"370 Fitzgerald village, Webbtown, E3E 0WJ",2009-11-01,2014-08-18 00:00:00,E3E 0WJ,,
1778,"Flat 82, Peters pines, West Jenniferburgh, TQ50 8PB",2011-12-12,,TQ50 8PB,,
1779,"Studio 63t, Holloway spring, Houghtonton, S1 0XS",2018-06-26,,S1 0XS,-1.4659,53.383
178,"290 Bryant heights, Lake Andreastad, L0 0EU",2010-01-24,,L0 0EU,,
1780,"3 Reece loaf, South Anne, DN0X 6RQ",2016-05-11,,DN0X 6RQ,,
1780,"Studio 0, Marsh field, New Mohammadmouth, N3B 8NN",2019-05-23,,N3B 8NN,,
1781,"Flat 5, Naomi via, Edwardton, CR09 4YP",2016-03-04,2012-01-08 00:00:00,CR09 4YP,,
1782,"8 Jade river, East Russellbury, N6E 3FJ",2018-08-11,,N6E 3FJ,,
1783,"6 Waters locks, Leahmouth, BD11 9XB",2003-12-19,,BD11 9XB,-1.6770333333333334,53.746
1783,"Studio 60N, Margaret pike, Barkertown, E8S 2LE",2013-09-17,,E8S 2LE,,
1784,"Studio 26R, Giles estate, Port Deniseport, DD6N 9ZD",2020-05-07,,DD6N 9ZD,,
1785,"198 Gallagher way, Kington, S1 7HD",2017-05-16,,S1 7HD,-1.4659,53.383
1786,"Flat 55V, Sian courts, South Danielleborough, SR9P 5ZL",2014-12-24,,SR9P 5ZL,,
1787,"6 Valerie bridge, West Barry, SA9 7QF",2014-03-31,,SA9 7QF,-3.760806666666667,51.7805
1788,"67 Vincent shore, Fordfurt, S8 7AU",2014-01-18,,S8 7AU,-1.47815,53.3405
1789,"499 Davis glens, South Alexandra, CB9M 8AL",2020-11-24,2010-10-25 00:00:00,CB9M 8AL,,
179,"Studio 00Y, Shane common, Kimchester, M5S 7RS",2014-06-03,,M5S 7RS,,
1790,"Flat 62a, Shaun drive, Smithland, DN0W 7FR",2014-01-05,,DN0W 7FR,,
1791,"Studio 21j, Miller throughway, Greenstad, W3C 5XU",2007-11-26,,W3C 5XU,,
1792,"604 Lowe prairie, East Traceyville, BS7P 9ND",2020-06-20,,BS7P 9ND,,
1793,"Flat 83, Philip dam, Jamestown, KA5 6FR",2007-03-11,2010-03-29 00:00:00,KA5 6FR,-4.40462,55.48
1793,"Studio 88, Chan station, North Kate, IP44 3NH",2021-05-07,,IP44 3NH,,
1794,"3 Griffiths river, Lake Allan, BL8B 4ZH",2017-09-11,,BL8B 4ZH,,
1795,"6 Lynda springs, South Gregory, G29 9RP",2019-12-23,,G29 9RP,,
1796,"Studio 51e, Stokes loop, East Jemma, S9E 4EU",2005-03-14,,S9E 4EU,,
1797,"19 Declan ramp, South Karen, N4C 4SF",2009-02-09,,N4C 4SF,,
1798,"Flat 80, Carol ville, Callumview, N1 4UZ",2011-05-05,,N1 4UZ,-0.0944,51.5362
1799,"Studio 89, Maria freeway, West Adamchester, BB39 4AQ",2021-04-08,,BB39 4AQ,,
18,"Studio 11, Stokes fields, Gavinton, S7W 6FQ",2006-09-29,,S7W 6FQ,,
18,"Studio 88, Carolyn prairie, Lake Geraldshire, N98 1YB",2012-03-25,2008-05-31 00:00:00,N98 1YB,,
18,"Studio 5, Stacey center, Port Brandon, N4E 1DB",2016-07-06,,N4E 1DB,,
180,"Studio 45N, Wilson trail, East Oliviaberg, L2 8ZA",2021-03-10,,L2 8ZA,-2.9779,53.4106
1800,"Flat 23Z, Lloyd turnpike, Rossport, N1S 5HY",2013-11-18,,N1S 5HY,,
1801,"829 Grace landing, North Victoriafort, S6 3ZZ",2021-06-24,,S6 3ZZ,-1.5452,53.3931
1802,"Flat 74, Beth parkway, North Harriet, E0A 5FZ",2004-08-12,,E0A 5FZ,,
1802,"Studio 6, Miller viaduct, Joneshaven, M79 8JY",2012-04-01,,M79 8JY,,
1803,"Flat 08L, Wheeler squares, South Teresashire, S2U 6BU",2011-06-02,,S2U 6BU,,
1804,"9 Charlotte inlet, South Rhys, S9J 6TG",2012-02-06,,S9J 6TG,,
1805,"99 Davies plains, West Owen, WN83 2GJ",2009-07-01,,WN83 2GJ,,
1806,"Flat 3, Alexandra stravenue, North Hilary, G8 8US",2009-02-17,2013-10-24 00:00:00,G8 8US,,
1807,"71 Helen knolls, Wallisport, RG7B 3BA",2006-08-15,,RG7B 3BA,,
1808,"Studio 20, Miller village, Jonesburgh, WD59 8BD",2006-12-13,,WD59 8BD,,
1809,"626 Danielle shore, Burtonton, IV8B 8EA",2004-04-22,,IV8B 8EA,,
181,"9 Derek landing, West Sylvia, KA8 8YB",2010-07-02,,KA8 8YB,-4.6124,55.4718
1810,"7 Chloe plaza, Billyhaven, DN0X 4UW",2021-09-16,,DN0X 4UW,,
1811,"Studio 68a, Dickinson mews, South Elizabeth, HD4B 5QF",2007-09-17,2014-01-04 00:00:00,HD4B 5QF,,
1812,"Flat 99, Walker ranch, North Charlieton, L0B 1HR",2009-07-04,,L0B 1HR,,
1813,"0 Kate underpass, New Nicolaland, IP73 1WQ",2013-02-11,,IP73 1WQ,,
1814,"Studio 75, Khan ville, West Benjaminchester, SL6 5SA",2015-09-14,,SL6 5SA,-0.729595,51.533
1814,"Flat 01, Oliver field, Lake Lucyview, PO22 5BJ",2017-04-24,,PO22 5BJ,-0.653275,50.8032
1814,"Studio 0, Carl rest, East Teresa, WN4W 7LT",2019-12-26,,WN4W 7LT,,
1815,"361 Nicholas shores, Georgiahaven, S13 9PT",2012-03-28,,S13 9PT,-1.3745,53.3576
1815,"Studio 5, Jennifer parkway, Suzannemouth, SS3 2AW",2013-02-11,,SS3 2AW,0.7889714285714285,51.5546
1816,"928 Amy parkway, New Francesmouth, S75 0EH",2011-08-10,,S75 0EH,-1.5391307692307694,53.5667
1816,"Studio 28, Bryan estate, Marshallton, AB3X 0PB",2013-06-18,2014-09-05 00:00:00,AB3X 0PB,,
1817,"Studio 52, Knight fork, Greenville, EX1 3LE",2012-02-28,,EX1 3LE,-3.467,50.7401
1818,"08 Howard hills, East Brettland, E25 5YR",2009-05-06,,E25 5YR,,
1819,"Studio 31Z, Thomas landing, Robinshire, W92 6YG",2019-01-12,2005-03-15 00:00:00,W92 6YG,,
182,"Studio 97, Josh wall, Lake Michelle, FY2Y 7UY",2015-01-12,,FY2Y 7UY,,
1820,"89 Elizabeth ridge, West Denis, G4 5DU",2019-04-12,,G4 5DU,-4.2576,55.8651
1821,"8 Bennett circles, New Anne, S95 5HT",2010-02-04,2007-07-27 00:00:00,S95 5HT,-1.411,53.4398
1821,"Studio 56, Hannah alley, West Derek, LL21 8YZ",2020-07-16,,LL21 8YZ,-3.389057142857143,52.967
1822,"Flat 92t, Nathan crescent, South Marilyn, B9 4FF",2019-02-25,,B9 4FF,-1.8506,52.4783
1823,"Flat 2, Williams run, Wellsborough, M6 4WE",2014-09-03,,M6 4WE,-2.2991,53.4926
1824,"82 Young ford, Lake Marieberg, N3 2PZ",2007-07-09,,N3 2PZ,-0.1943,51.6004
1824,"Studio 2, Sylvia ridge, Foxberg, E21 9XF",2007-10-11,,E21 9XF,,
1824,"310 Eileen fork, New Abdultown, TS2 4TQ",2013-10-21,,TS2 4TQ,-1.2274,54.587
1825,"Flat 9, Nicholls inlet, Rowleyberg, W15 3XA",2016-08-25,2021-08-24 00:00:00,W15 3XA,,
1826,"176 Pugh loaf, Clarkview, B85 9ZR",2018-07-03,,B85 9ZR,,
1827,"486 Katie coves, North Maryfort, WR2B 4GL",2005-12-22,2016-06-17 00:00:00,WR2B 4GL,,
1828,"Flat 8, Nicholls tunnel, South Katy, M5E 6RU",2012-08-27,2019-10-16 00:00:00,M5E 6RU,,
1829,"047 Lyons square, Middletonchester, HX27 8AD",2004-04-06,,HX27 8AD,,
183,"8 Smith flats, New Sarafurt, SN6 4BQ",2013-03-16,,SN6 4BQ,-1.732504761904762,51.6167
1830,"7 Stuart ville, North Lee, G03 7QU",2006-05-03,,G03 7QU,,
1831,"18 Christian tunnel, Berryberg, CF70 1TB",2019-09-15,,CF70 1TB,,
1832,"24 Hayley oval, Kennedytown, ML0 7XB",2005-04-14,,ML0 7XB,,
1833,"6 Donald spring, New Liam, E12 1QQ",2005-02-13,,E12 1QQ,0.0527999999999999,51.5508
1834,"3 Benjamin meadows, Lake Bernardside, SN7 5PF",2014-09-07,2013-12-10 00:00:00,SN7 5PF,-1.555342105263158,51.6397
1835,"6 Derek islands, Port Reeceville, LS41 3UL",2019-09-27,2014-10-03 00:00:00,LS41 3UL,,
1836,"21 Stephens mews, West Joelshire, CT8 6XH",2005-05-28,,CT8 6XH,1.3367,51.3824
1836,"73 Shah pine, West Gavinfort, S6C 0BZ",2018-06-28,,S6C 0BZ,,
1837,"8 Andrew branch, Sophieshire, NN7H 3WU",2008-02-18,,NN7H 3WU,,
1838,"Studio 07, Stokes inlet, Gloverbury, DH89 9QQ",2016-03-05,2016-05-03 00:00:00,DH89 9QQ,,
1839,"45 Terence trace, Gerardmouth, PL79 2RN",2009-01-23,,PL79 2RN,,
184,"4 Denis mills, Taylormouth, HX2V 4BS",2009-04-16,,HX2V 4BS,,
1840,"579 Olivia gateway, Lake Joe, M0W 2RB",2012-09-11,,M0W 2RB,,
1840,"24 Richards viaduct, Porterview, S1 4PR",2021-10-16,,S1 4PR,-1.4659,53.383
1841,"54 Justin ports, Annamouth, N1D 3YN",2017-12-26,,N1D 3YN,,
1842,"Studio 20f, Burton shoal, Port Eric, N9E 2TU",2020-05-06,,N9E 2TU,,
1843,"Studio 28, Jake views, Joannaville, TQ3X 2BQ",2005-11-01,,TQ3X 2BQ,,
1844,"39 Natalie ports, Port Ronaldberg, DY0 2RD",2018-12-26,,DY0 2RD,,
1845,"Studio 76n, Bell creek, North Damianton, E8 0DY",2021-07-30,,E8 0DY,-0.0629,51.548
1846,"Studio 21M, Victor lane, Kellyhaven, CT62 5RX",2016-06-19,,CT62 5RX,,
1847,"Flat 13, Baker mills, Port Timothyfort, KW6W 2QB",2010-08-18,2007-07-13 00:00:00,KW6W 2QB,,
1848,"067 Kathryn dale, Maxshire, B5H 1FJ",2006-04-26,2009-03-03 00:00:00,B5H 1FJ,,
1848,"Flat 00d, Claire forges, West Mohammedburgh, L36 0YL",2011-05-22,,L36 0YL,-2.84805,53.4091
1848,"Studio 81x, Melissa views, Wattsborough, SK6P 2YZ",2013-04-02,,SK6P 2YZ,,
1849,"Studio 35D, Thomas inlet, Brooksmouth, N3U 4PB",2004-01-19,,N3U 4PB,,
185,"Studio 92Z, Townsend fords, Aimeetown, M6B 4LH",2019-07-26,,M6B 4LH,,
1850,"790 Harris view, Nigelborough, S2S 6US",2007-09-11,,S2S 6US,,
1851,"90 Julian rapid, North Dominic, G41 9SA",2007-10-12,,G41 9SA,-4.2843,55.8376
1851,"Studio 0, Abigail greens, Port Bruce, ML6E 1YY",2009-04-02,,ML6E 1YY,,
1852,"0 Annette spur, Dyertown, W6 0XX",2006-07-30,2013-06-15 00:00:00,W6 0XX,-0.2204,51.4925
1852,"Studio 1, Aaron pines, Batesborough, TS47 9AX",2007-12-16,2015-05-27 00:00:00,TS47 9AX,,
1852,"624 Baker row, Evansside, MK3R 1WE",2020-11-22,,MK3R 1WE,,
