pernos,initials,sex,address,postcode,mobNumber,homeNumber,workNumber,marketing,goneAway,value
2449,WV,1,"Flat 28, Gordon coves, East Cheryl, M0 3AH",M0 3AH,(0115) 496 0663,+44(0)141 496 0816,(028)9018986,yes,0,31730.9210703652
2450,YC,2,"Studio 86d, Hughes mission, Hawkinstown, E21 6WB",E21 6WB,0191 4960970,+44(0)2074960442,+44116 496 0072,no,0,30170.92538588249
2451,OA,2,"761 Stephen ramp, New Lindsey, HR4B 1BH",HR4B 1BH,(0121)4960152,(0161) 496 0410,+44161 4960958,no,0,33187.35432987594
2452,NS,2,"Flat 6, Beverley place, Port Dorothyton, G34 5SQ",G34 5SQ,0113 496 0393,+441914960585,+441214960914,no,0,710.0
2453,HX,0,"5 Amy parkway, Baldwinshire, TF93 2PA",TF93 2PA,(0151) 4960799,+44117 496 0199,(0118) 496 0480,no,0,710.0
2454,YA,0,"6 Liam mills, Laurenport, CB7X 1UU",CB7X 1UU,(0131) 496 0077,+44292018281,(0151) 4960634,yes,0,710.0
2455,TD,0,"9 Kathleen passage, Shaunchester, YO2M 6ES",YO2M 6ES,+44(0)1614960648,(0115) 496 0088,+44114 4960408,no,0,28566.853137026606
2456,BP,1,"Studio 9, Benjamin lock, Smithbury, N0H 3JF",N0H 3JF,01174960818,+44113 4960676,+44(0)191 496 0198,no,1,31923.812008404308
2457,JA,0,"Studio 22, Karen canyon, Nashshire, JE03 0XW",JE03 0XW,+44114 4960925,0191 4960604,+44292018453,yes,0,135078.1238039329
2458,DE,2,"4 Palmer light, Allanmouth, GL9 4LR",GL9 4LR,0909 879 0175,(0808) 157 0170,+44(0)113 496 0530,yes,0,165359.59936012956
2459,DR,1,"2 Vanessa grove, New Alex, RM5E 3XD",RM5E 3XD,+44131 496 0327,08081570744,+4420 7496 0292,no,0,710.0
2460,BX,0,"Flat 78M, Geoffrey prairie, Port Jayburgh, E0A 0FD",E0A 0FD,+44(0)1414960535,(01632)960366,+44(0)141 4960055,no,0,17270.59303965103
2461,SA,1,"Flat 82e, Vanessa harbor, Wallaceton, BA67 1ZG",BA67 1ZG,+44(0)1214960616,+44(0)1632960382,(020)74960321,no,1,55325.17334870795
2462,WT,1,"Flat 65, Jeffrey mountains, Markmouth, NP45 5PD",NP45 5PD,+44114 496 0785,+44(0)306 999 0844,+44118 496 0324,no,0,710.0
2463,IS,0,"720 Janet brook, Clementsside, E9T 9SY",E9T 9SY,(0116) 496 0571,+44(0)20 74960005,0113 4960708,no,0,7986.898858224885
2464,RX,1,"Studio 35j, Johnson pine, West Marilynmouth, W95 5GQ",W95 5GQ,+44114 4960579,01144960055,+44(0)113 496 0095,yes,0,710.0
2465,YY,1,"12 Morrison locks, Blakefurt, SW0A 5BR",SW0A 5BR,+44(0)20 74960841,(0131) 4960312,0116 4960712,no,0,29498.63240546516
2466,AZ,2,"959 Clark lakes, Danielsshire, BL7 6PB",BL7 6PB,+441164960625,(0808)1570622,01144960964,yes,0,710.0
2467,FP,1,"727 Oliver flat, Port Julie, M16 7PN",M16 7PN,+44161 496 0684,0113 496 0879,+44(0)909 879 0146,no,0,31423.637160019745
2468,XM,2,"Flat 29w, Naomi fords, North Charlenemouth, DH49 6HW",DH49 6HW,+442074960203,(0114)4960112,01184960042,no,0,710.0
2469,FN,0,"19 Eileen ranch, Port Rosemary, LN68 8HP",LN68 8HP,+4420 74960748,+44(0)1514960386,+44(0)28 9018 0871,yes,0,226216.4546832381
2470,GP,0,"9 Brian passage, Geraldineborough, S8 5YW",S8 5YW,(0808)1570620,(0909) 8790839,+44808 1570245,no,0,30355.0963970393
2471,IX,0,"0 Ross walk, Lewisfort, W93 4UB",W93 4UB,+44(0)29 2018301,(0116) 496 0057,+44(0)1154960383,no,0,710.0
2472,YY,0,"Flat 4, Johnson crescent, Port Anthonytown, IV4 7TU",IV4 7TU,0118 496 0345,+44141 496 0552,+4429 2018 0145,no,0,104026.85027380839
2473,KX,0,"Studio 35s, Leigh crest, Port Callum, DL2 9XB",DL2 9XB,+44151 4960280,+44306 999 0634,(029) 2018 0297,no,0,31800.637886813398
2474,KJ,1,"5 Malcolm dam, Debraview, CR0 7TU",CR0 7TU,020 74960064,+44(0)117 496 0051,0161 4960609,no,0,94265.21710822468
2475,IB,1,"Studio 38G, Newman keys, Lake Damienside, M43 8YP",M43 8YP,01314960158,(0121) 4960262,+44131 496 0543,yes,0,33046.89029147018
2476,XO,2,"Studio 42, Graeme island, Smithport, FY5 7YY",FY5 7YY,029 2018 0452,020 74960205,+44117 4960390,no,0,122785.69440691268
2477,OM,0,"161 Lee brooks, Traceymouth, FY0N 1RR",FY0N 1RR,(0909) 879 0335,(0115)4960421,+4429 2018407,no,0,157095.88793069584
2478,ZK,0,"671 Owen forks, Port Keithchester, SK71 1FT",SK71 1FT,+44909 879 0537,+44(0)1214960267,+44(0)118 4960017,yes,0,116372.16445646738
2479,GM,2,"Studio 96i, Nicola manors, New Nicolastad, SM9 4LU",SM9 4LU,+44113 4960398,028 9018 0555,(0141) 4960192,no,0,194777.2637194999
2480,BI,0,"3 Jenna isle, East Aaron, RM8B 3XP",RM8B 3XP,+441164960726,0151 4960952,(0161)4960361,no,0,37601.413019151776
2481,AP,1,"99 Connor lock, Conortown, S8 7GA",S8 7GA,02074960478,02074960848,+441632 960840,yes,0,211372.04889835877
2482,HE,1,"9 Potter neck, Jamesview, LS2P 4AF",LS2P 4AF,(0151) 496 0122,+44808 157 0594,0116 496 0126,yes,0,34030.73840782503
2483,TZ,2,"Studio 5, Deborah corners, Lake Dominic, LE7 0SB",LE7 0SB,01514960858,0191 498 0894,029 2018 0414,yes,0,29843.029788428554
2484,MP,2,"Studio 6, Henry station, Dalymouth, L1 2HS",L1 2HS,(0161) 4960438,+44(0)20 7496 0019,(0131)4960505,yes,0,29471.60699112253
2485,ZR,0,"58 Fletcher prairie, Lake Joan, G5D 9ZR",G5D 9ZR,(0117) 496 0396,+44(0)151 4960032,(0151) 496 0203,yes,0,23361.81338245616
2486,TR,1,"5 Payne mall, West Adrian, S4J 7GS",S4J 7GS,+441144960916,0191 498 0544,(020) 7496 0011,no,1,30839.908862583477
2487,NJ,2,"691 Bishop court, Lake Mathewshire, S8 9UE",S8 9UE,+44114 496 0141,0306 9990365,+44(0)1314960787,no,0,31145.68582780635
2488,GI,0,"87 Hayward greens, West Bruce, PH08 4NB",PH08 4NB,+44115 4960017,(029) 2018 0592,+44(0)117 496 0048,no,0,31738.137481737653
2489,QY,2,"6 Gemma knoll, West Ruth, NP4 8SP",NP4 8SP,(0113) 496 0547,+44(0)29 2018 0309,(0113)4960498,no,0,31798.41571069848
2490,OP,1,"Studio 62, Wood manors, Georginaview, S30 9HZ",S30 9HZ,+44808 1570155,0113 4960025,+449098790070,no,0,31896.852468396864
2491,QA,0,"146 Melissa port, Francismouth, SK0E 6FP",SK0E 6FP,(020) 74960539,01414960829,01314960910,no,0,129492.95594818538
2492,PZ,0,"21 Terence glens, Allenchester, AB69 3PN",AB69 3PN,+44(0)113 496 0961,+44(0)808 1570338,+44(0)1632 960 626,no,0,32305.335015590037
2493,IR,1,"530 Sara dale, West Tobyfurt, L9 2FT",L9 2FT,(0114) 4960018,0808 1570577,0808 1570354,yes,1,30734.283458935304
2494,GD,2,"659 Smith village, Claretown, CV2 4SE",CV2 4SE,+44117 496 0171,029 2018 0165,02074960422,no,0,98482.00516450645
2495,ZJ,2,"107 Smith cove, Mandyshire, ST0 8YP",ST0 8YP,0114 4960299,+44151 496 0455,0161 4960438,no,0,213844.4006409643
2496,KD,2,"Studio 94, Davies prairie, North Carolemouth, WR2N 4WD",WR2N 4WD,+441214960559,(0113)4960642,+441154960755,yes,0,42156.55233872672
2497,FD,0,"9 Laura circles, New Tracy, N0J 5AP",N0J 5AP,+44118 4960598,(0161)4960920,+44161 4960048,no,0,29153.934782925477
2498,GE,0,"Flat 0, Kirsty passage, Potterview, M25 9BL",M25 9BL,+44(0)2074960542,+44114 4960828,0117 4960826,no,0,225102.7516360892
2499,AX,2,"041 Helen pike, New Julia, M7J 3DW",M7J 3DW,(0113)4960818,01164960443,+441414960149,yes,0,30143.161829514418
2500,TK,1,"1 Stuart fall, Port Leah, TD64 2TW",TD64 2TW,0117 4960981,+44(0)191 496 0848,0191 498 0060,yes,0,710.0
2501,WT,1,"07 Pearson square, Swiftmouth, S9B 9QB",S9B 9QB,(0121) 4960029,+44(0)306 9990850,(0117)4960010,no,0,30569.977069559307
2502,UG,2,"56 Cheryl drive, Callummouth, ML43 7FN",ML43 7FN,(0909)8790071,(0141) 496 0817,+441144960437,yes,0,69822.85194734496
2503,ZP,0,"Flat 79e, Woods trace, South Annette, CM74 6LY",CM74 6LY,+44(0)1144960962,0151 4960399,+44(0)2074960925,yes,0,214537.37480661165
2504,YQ,0,"237 Taylor key, West Jade, L6 8BB",L6 8BB,+44(0)131 496 0045,+44(0)1154960469,(0117) 496 0492,yes,0,31159.978750578925
2505,KZ,2,"Flat 6, Davies bridge, Richardsfurt, W03 9LU",W03 9LU,+44(0)118 4960866,+44(0)117 496 0768,+44131 4960159,yes,0,710.0
2506,SE,1,"78 Elizabeth loop, Port Sianville, S1E 8QS",S1E 8QS,+44(0)3069990966,(0113)4960083,+44(0)1414960883,no,1,710.0
2507,YB,1,"Studio 53, Davis divide, Lake Sandra, L42 2SQ",L42 2SQ,+44(0)116 4960584,(028) 9018296,0117 4960780,yes,0,710.0
2508,OR,1,"1 Griffiths divide, Campbellport, S77 9TH",S77 9TH,+44(0)1914960358,(020) 74960501,0116 496 0196,yes,0,217170.0106651926
2509,XE,0,"Studio 4, Ali pike, Port Christianton, W6G 3TJ",W6G 3TJ,(0118)4960495,+44(0)151 4960769,0115 496 0875,no,0,710.0
2510,OM,0,"Flat 7, Jones trace, Harrisview, B1F 4XH",B1F 4XH,+44(0)29 2018907,0115 4960480,+44118 4960563,yes,0,162895.2085594668
2511,QR,1,"Flat 4, Lawrence throughway, Burkeberg, G87 6UU",G87 6UU,+44(0)191 4960467,(029) 2018 0406,+44(0)121 4960380,no,0,139690.04608023728
2512,EV,0,"Flat 49R, Hall cliff, New Harriet, L4 8FH",L4 8FH,028 9018082,(0114)4960284,+44(0)116 4960918,no,0,710.0
2513,NK,0,"Flat 52, George squares, Lake Christine, L5 8LX",L5 8LX,+44(0)161 496 0317,(0191) 496 0102,0116 4960459,yes,1,30709.786241671827
2514,IA,0,"3 Nicholas greens, Walkertown, E3A 5HN",E3A 5HN,01214960808,+44114 4960385,+44(0)306 999 0466,yes,0,32418.774722400274
2515,EK,2,"87 Ben extensions, Carterfurt, DL9 3AT",DL9 3AT,(0161) 4960164,+44(0)29 2018 0667,+442074960707,yes,0,710.0
2516,PX,1,"7 Day grove, New Kathrynmouth, L0 9PQ",L0 9PQ,+44(0)1414960803,+44(0)113 4960413,+4429 2018 0208,yes,0,710.0
2517,EL,0,"Flat 13, Marion gateway, Scottburgh, G0 8TT",G0 8TT,(0151) 4960095,0121 4960569,+441154960205,yes,0,30755.880612152625
2518,WA,0,"Studio 09e, Sylvia crossroad, New Matthew, E6G 1NE",E6G 1NE,+44(0)909 8790876,(0909)8790306,01154960386,no,0,29948.631690794144
2519,BR,0,"Studio 23G, Joyce bridge, Dobsontown, WN7 4FP",WN7 4FP,(0151) 496 0759,(0116)4960399,(0306)9990853,yes,0,30159.160818793425
2520,RF,2,"Flat 75V, Arthur street, New Paul, M8 7DY",M8 7DY,(0115) 496 0688,+44151 4960825,0117 4960332,no,0,30237.57632557834
2521,MP,2,"Studio 11d, Joshua corner, Wayneview, L01 5JP",L01 5JP,01164960341,+441214960411,+441314960920,no,0,154921.0770858525
2522,QB,2,"4 Jack vista, Lambertfort, SK1W 9NE",SK1W 9NE,(0161) 4960496,(0141) 496 0111,+44116 4960161,no,0,41248.290538126465
2523,RR,1,"Studio 08G, Alice row, North Bernardhaven, W9 8SA",W9 8SA,+449098790166,+44117 4960692,+44114 4960865,yes,0,710.0
2524,NU,2,"470 Allen isle, Westberg, WC6 0WR",WC6 0WR,+44131 4960338,020 7946 0381,+44(0)909 8790471,no,0,710.0
2525,LY,2,"Studio 69, Smith vista, Richardsmouth, BR6M 4FP",BR6M 4FP,0141 496 0265,+44(0)20 74960519,+4428 9018272,no,0,30320.517076878277
2526,YO,1,"6 Woodward vista, Lake Jamesfurt, N01 4YY",N01 4YY,0114 496 0622,+4420 74960484,0115 496 0052,yes,0,710.0
2527,FU,0,"Flat 11p, Hugh mountains, Port Damien, G0 2FX",G0 2FX,+44(0)161 496 0584,+44115 496 0770,01632960127,no,0,710.0
2528,AK,2,"Flat 31E, Khan locks, Thomastown, L1G 5ZW",L1G 5ZW,+44(0)1632 960185,(0808) 1570933,0292018317,yes,0,137153.6458142662
2529,YY,2,"Studio 3, Cheryl plains, Leonardstad, IM8M 0SA",IM8M 0SA,+44808 157 0383,01632 960 119,+44(0)1164960646,yes,0,6592.733164983197
2530,AY,1,"Flat 94, Bates springs, Taylorport, S2F 7YY",S2F 7YY,+44117 4960726,+44161 4960406,+441144960662,yes,0,710.0
2531,AW,0,"Studio 24, Allen branch, East Graceport, E7G 2YP",E7G 2YP,0113 496 0608,0117 4960367,+441314960935,no,0,191985.42649485383
2532,WT,2,"7 Jackson circles, Saundersburgh, DD25 3WW",DD25 3WW,+44(0)113 4960832,03069990085,01144960370,yes,0,31941.27851462188
2533,RZ,0,"Studio 9, Lewis passage, Elliottbury, BS3 0QG",BS3 0QG,+44(0)115 4960490,+44(0)1414960640,03069990656,yes,1,710.0
2534,UK,2,"Flat 64E, Billy flats, Port Paula, G08 8NW",G08 8NW,(0118)4960179,(0161) 4960204,01164960780,yes,1,152238.04062414807
2535,KG,0,"Flat 66k, Holmes ports, South Scott, L54 3PZ",L54 3PZ,+44(0)1314960216,(0114) 4960720,(0117) 496 0543,no,0,36785.027584057156
2536,WE,0,"Studio 0, Darren forges, Lake Naomiland, DL9 1UH",DL9 1UH,+44114 4960305,+44191 496 0587,+4420 7496 0219,no,0,31105.858631713167
2537,AU,2,"Studio 43w, Greenwood avenue, East Terenceview, L3 1BB",L3 1BB,+44(0)20 74960884,(0116) 496 0440,+441614960623,no,0,710.0
2538,HD,2,"Flat 63W, Danny isle, South Antonyberg, E15 1AL",E15 1AL,01214960603,+4429 2018267,+44(0)29 2018 0651,no,0,213006.19431604433
2539,FK,2,"Studio 3, Franklin harbors, Annaville, G84 4RJ",G84 4RJ,+44191 496 0119,+44(0)141 496 0251,+44909 8790632,yes,0,710.0
2540,ZU,2,"52 Waters river, Berryfort, DG9 3HT",DG9 3HT,+44(0)28 9018531,+44909 8790801,+441514960190,yes,0,82312.13683345019
2541,FN,1,"52 Mathew point, South Normanmouth, LN4 6XT",LN4 6XT,(0113) 496 0958,0113 496 0784,(0131) 4960906,no,0,30612.953022219597
2542,DC,2,"Studio 80B, Shaw forest, Mohammadfort, SL96 3BE",SL96 3BE,+44(0)131 496 0538,+44(0)131 496 0208,+44306 999 0953,yes,0,33132.70388471682
2543,XF,1,"Studio 8, Jones mall, East Beverley, L5J 3PS",L5J 3PS,+441414960370,+44(0)1184960568,+44(0)29 2018925,no,0,30582.14883061612
2544,FC,0,"76 Williams canyon, Kerrytown, S45 0EE",S45 0EE,+44(0)118 4960388,(0808)1570885,+44909 8790111,no,1,31759.114175083283
2545,HO,1,"8 Adam drives, Barnesfurt, G2S 5AW",G2S 5AW,(0118)4960440,+441134960493,+4428 9018 0829,no,1,274036.9810245424
2546,YJ,2,"Studio 5, Carole grove, New Martyn, W6F 0AJ",W6F 0AJ,+44(0)131 496 0093,+441914960963,(01632)960334,yes,0,32888.31569909833
2547,KQ,2,"9 Green pike, Watsonstad, FY5M 2QW",FY5M 2QW,(0151) 4960984,0117 496 0953,+44(0)114 496 0681,yes,0,109788.65903130281
2548,LM,2,"130 Smith keys, Sharonburgh, PL2 6XR",PL2 6XR,+44(0)1154960688,+4420 7496 0901,01144960483,yes,0,31453.438942233017
2549,MS,2,"Studio 09, Jacqueline trail, West Jeanport, WA2 8LF",WA2 8LF,+44(0)1632960978,+44121 496 0645,(029) 2018053,no,0,204723.00317760222
2550,UQ,0,"Flat 3, Joanne camp, Robertsonstad, DL3E 7SN",DL3E 7SN,+44(0)151 4960125,(0115)4960255,+44(0)29 2018 0692,no,0,710.0
2551,VL,2,"Flat 29Z, Callum prairie, Lake Carolyn, M5A 3XB",M5A 3XB,+44113 4960672,(0118) 4960485,029 2018781,no,0,710.0
2552,GV,2,"Flat 4, Helen falls, Atkinsonbury, L5 0JJ",L5 0JJ,+44(0)141 496 0269,0161 4960375,0116 496 0902,yes,0,710.0
2553,LV,1,"Flat 44J, Walker villages, Maxfort, JE92 1RN",JE92 1RN,0289018218,+44306 999 0759,0808 157 0657,no,0,31026.15514036072
2554,YV,0,"Flat 0, Clarke station, South Mitchell, BT21 5PU",BT21 5PU,+44(0)1414960745,+44(0)1174960040,0113 4960139,no,0,31844.570253438214
2555,DF,0,"93 Hall pass, South Valerieville, G73 4LS",G73 4LS,+441174960437,+44(0)117 4960615,(0161) 496 0766,no,1,710.0
2556,RH,0,"31 Bates gardens, Port Peter, W7A 0JP",W7A 0JP,+44121 496 0834,+44(0)306 999 0341,(0121)4960521,no,0,119406.37528087445
2557,PL,1,"4 Samantha pike, Jillstad, SS1B 2RY",SS1B 2RY,+44121 496 0450,028 9018051,(0161)4960921,no,0,30765.181438947446
2558,QO,2,"Studio 07, Patricia divide, West Gemmaside, CO7 7ZR",CO7 7ZR,+44(0)1314960984,+441164960251,+44121 4960615,no,0,174436.48157390364
2559,LZ,2,"72 Trevor mountains, Hardingberg, B3S 0WU",B3S 0WU,+44121 4960824,(020)74960313,+44(0)9098790416,yes,0,710.0
2560,IA,2,"Flat 87l, Power crescent, East Joshua, WA22 0JE",WA22 0JE,+4429 2018157,+44306 999 0130,+44(0)1144960956,yes,0,710.0
2561,WZ,1,"Studio 8, June meadows, North Geoffreyfort, L2F 1JN",L2F 1JN,+44(0)29 2018 0170,+441632 960237,(0191) 4960258,no,1,12902.626966131516
2562,MQ,2,"Studio 52Q, Elaine causeway, Osborneland, GY86 2AW",GY86 2AW,(0808)1570189,+44(0)289018185,0131 4960295,yes,0,710.0
2563,FI,1,"4 Charles walk, West Derekfort, B3T 6ZA",B3T 6ZA,0141 496 0298,+44114 496 0113,+44151 496 0781,no,0,107952.5472550099
2564,JD,1,"87 Kate well, New Brendaland, L5A 5AN",L5A 5AN,+44115 4960854,+443069990501,01164960043,no,1,710.0
2565,OY,2,"Studio 2, Fiona square, Port Gillianside, LA88 7JD",LA88 7JD,01514960123,+44116 4960179,+441514960759,yes,1,31186.354737152582
2566,IM,0,"91 Julie station, New Emilyhaven, TS2 5JT",TS2 5JT,+44(0)1514960085,+441314960466,+44116 4960868,no,0,710.0
2567,YL,1,"371 Hugh mills, Lake Clifford, W95 6NA",W95 6NA,+441514960160,0115 4960589,(0808) 157 0675,yes,0,72666.70095889113
2568,DG,2,"49 Charles isle, Deborahton, TN9 5FZ",TN9 5FZ,+44115 4960400,+44161 4960435,(0141) 496 0647,no,0,33128.37256655261
2569,DQ,1,"6 Richardson hill, Marcusville, B77 4LX",B77 4LX,(0113)4960579,+44191 496 0216,+44161 496 0630,no,0,710.0
2570,MD,2,"619 Janice fort, Barrettton, UB1P 2TY",UB1P 2TY,(0141)4960217,(028)9018713,+44141 4960357,no,0,710.0
2571,UF,1,"390 Lambert rue, Malcolmville, S13 1JX",S13 1JX,+44909 879 0682,09098790239,(0114) 4960629,no,0,31154.214136451425
2572,GW,1,"91 Hall meadow, Rachaelport, UB9V 8TJ",UB9V 8TJ,+44(0)1164960973,01632960834,(0161)4960234,no,0,31051.39409082765
2573,WY,0,"Flat 85, Maureen villages, Millsbury, S33 3XB",S33 3XB,+44(0)1614960616,01632960751,+44(0)808 1570495,yes,0,32796.74682306309
2574,ZM,0,"Flat 15K, Wood cliff, Wilsonhaven, WC5 3JA",WC5 3JA,+441632 960128,(0191) 4960779,+44117 496 0011,no,0,216488.09691655712
2575,ID,0,"Studio 1, Margaret prairie, Elliotmouth, NG9 5DG",NG9 5DG,+44(0)20 7496 0925,0289018408,+4420 74960563,no,0,710.0
2576,JG,0,"4 Andrews ports, Georgechester, S5 0FS",S5 0FS,+442074960045,+44(0)131 4960921,(0116) 4960469,no,1,71157.72157605126
2577,PO,2,"56 Campbell isle, Poolechester, DG3H 6AB",DG3H 6AB,+44116 4960927,+44141 496 0139,01164960105,yes,0,710.0
2578,DQ,1,"Studio 65F, Shane stravenue, Henryfurt, PL1B 6SG",PL1B 6SG,+44(0)1632 960913,(0808) 157 0193,(0113) 4960141,yes,0,79162.71180453598
2579,QY,0,"Studio 6, Murray inlet, Port Traceyland, HX1V 7YL",HX1V 7YL,+4428 9018 0038,+443069990563,+44(0)20 74960229,yes,0,29547.168278598034
2580,LF,0,"Flat 21, Wright turnpike, Wrightton, RG1 3SG",RG1 3SG,(0909) 8790867,0808 1570067,(0131)4960136,no,0,219286.09195843124
2581,GI,2,"Flat 00, Clarke port, Albertmouth, S13 0WS",S13 0WS,(029) 2018 0506,+44(0)114 496 0899,0306 9990285,no,0,32033.5179496401
2582,ZS,2,"85 Josh summit, Smithland, TQ8 2RE",TQ8 2RE,+44118 496 0025,+441632 960794,(0909)8790654,yes,1,32155.726649169963
2583,PK,1,"Flat 98N, Paula cliffs, Chapmanmouth, N4 8DD",N4 8DD,+44(0)114 4960577,+44808 157 0074,0909 879 0701,yes,1,710.0
2584,QY,1,"9 James knolls, Port Darrenport, G8 6XD",G8 6XD,(0151)4960729,(0115)4960682,+4420 74960681,no,1,34445.367121529314
2585,TN,0,"Flat 42, Clive ports, Gemmashire, BD75 3PS",BD75 3PS,029 2018 0082,(028) 9018 0805,03069990464,no,0,165373.6318251016
2586,EO,0,"123 Cooke mountain, South Nigel, W3D 7XQ",W3D 7XQ,(0118) 4960376,+44(0)118 4960039,+44(0)29 2018 0923,yes,0,710.0
2587,EL,0,"99 Helen gateway, Port Iain, M3W 7PQ",M3W 7PQ,0306 999 0573,(0121) 4960389,+44(0)1632960943,yes,0,710.0
2588,MA,2,"Studio 26A, Tyler tunnel, Newtonberg, NG5 4PZ",NG5 4PZ,03069990042,+44(0)1134960507,+44(0)1144960910,no,1,710.0
2589,YA,2,"Studio 41, Foster lights, Whiteberg, SA08 0UL",SA08 0UL,(0808)1570917,+4420 74960395,0118 496 0474,no,0,710.0
2590,JJ,1,"9 John stream, Alexside, BD14 0HP",BD14 0HP,+44(0)29 2018 0804,+44(0)161 4960266,0306 9990153,no,0,241573.62602430247
2591,ET,2,"Flat 54U, Eleanor drives, Nicholsonchester, S97 4QY",S97 4QY,+441914960043,01632 960 147,(0121) 4960845,no,1,111689.20151804552
2592,SH,0,"6 Smith light, Dawsonmouth, PH01 4YQ",PH01 4YQ,(0808)1570530,02074960123,0114 496 0641,yes,0,43388.94632569832
2593,XZ,1,"15 Charlotte locks, East Juneton, LE08 9UW",LE08 9UW,+44(0)1632960869,(0121) 4960833,+441632 960657,no,1,30688.352475119696
2594,HD,2,"Studio 32, Elliot junctions, Frostchester, L06 7WW",L06 7WW,+44(0)115 4960393,(0306) 999 0815,029 2018852,no,0,221997.46162313825
2595,HQ,2,"8 Kevin haven, West Garethburgh, L75 5QN",L75 5QN,0131 496 0949,(028) 9018497,+44151 496 0646,yes,0,29698.149464112706
2596,BI,0,"62 Cameron flat, West Shannon, SK3A 6NF",SK3A 6NF,+44(0)306 9990016,+44(0)161 4960617,+4429 2018 0703,yes,0,710.0
2597,KG,0,"Studio 53, Stephanie points, Port Maxshire, SO9Y 3ZP",SO9Y 3ZP,0306 999 0626,+443069990371,+441632 960009,yes,0,241343.8981821112
2598,FB,2,"Flat 22, Philip canyon, South Josh, L2B 0WF",L2B 0WF,(0117) 4960566,+44(0)909 8790916,(0306) 999 0136,yes,0,710.0
2599,DY,2,"Flat 37Z, Molly harbors, Port Lee, N1W 9FE",N1W 9FE,(01632) 960518,+44(0)131 4960567,+44(0)161 496 0113,yes,1,28784.499184570952
2600,NQ,1,"Flat 56, Browne village, South Terencebury, S6 8NT",S6 8NT,0118 4960823,+44(0)118 496 0159,(0114) 496 0468,no,1,710.0
2601,DE,1,"Studio 6, Paul island, Leahmouth, BS65 6RE",BS65 6RE,+44(0)808 1570312,0909 879 0472,01184960497,no,0,710.0
2602,LV,0,"038 Allan manors, Ashleychester, W4 8PD",W4 8PD,+441164960211,(0131) 496 0803,(0121)4960979,no,0,710.0
2603,EI,0,"61 Naomi stream, Danielton, HU48 5LS",HU48 5LS,+44(0)1154960694,0115 4960076,(0113)4960202,no,0,30856.874139046722
2604,ID,1,"1 Thompson bypass, South Francis, SR70 7XT",SR70 7XT,0114 496 0124,+44(0)121 496 0455,01414960450,no,0,178179.1700441567
2605,WP,1,"1 Samuel valleys, Port Karl, W85 4ZE",W85 4ZE,+4420 7496 0582,+4429 2018 0943,+441514960502,no,0,32108.790379604863
2606,IU,2,"843 Jones glen, North Jennifer, PE40 1FS",PE40 1FS,(029) 2018 0240,0909 879 0025,(028)9018450,no,0,710.0
2607,MK,2,"Studio 78e, Lydia mount, South Jean, L9 7FX",L9 7FX,+441614960820,0161 496 0673,+44(0)161 4960633,no,0,710.0
2608,RX,1,"Studio 92b, Saunders ports, Terryland, L3 9PR",L3 9PR,(0808) 157 0669,(0121) 496 0697,+44(0)1154960560,yes,0,72226.80524711768
2609,WN,0,"2 Peters court, East Keith, WR5 8EL",WR5 8EL,01914960562,(0117) 4960599,028 9018 0941,yes,0,31225.542788700455
2610,CJ,2,"64 Margaret highway, Annmouth, HR07 8FB",HR07 8FB,+44(0)1154960942,0191 498 0253,(0151) 4960959,yes,0,31503.243677682658
2611,OT,0,"Studio 57, Singh garden, Lake Marcus, WF2 2DG",WF2 2DG,(0808)1570730,(0808)1570045,01174960062,yes,0,710.0
2612,AN,1,"69 Stuart forge, Thompsonside, W51 5RP",W51 5RP,01632 960491,+44191 4960418,+44(0)808 1570559,no,1,32396.238443963663
2613,UG,2,"Flat 78, Carol lane, Cherylborough, BR2W 0NZ",BR2W 0NZ,(0115) 4960723,+44191 496 0638,(028) 9018241,yes,1,64870.65063728569
2614,VH,2,"146 Thomas meadow, Humphreystown, WN8P 4SP",WN8P 4SP,+44117 496 0481,(0151) 496 0393,+44(0)1414960253,yes,0,208402.08219239084
2615,SY,0,"7 Gerard pass, Lorrainemouth, E6 5SH",E6 5SH,+44115 4960115,+44(0)1414960724,+44(0)1144960790,yes,0,710.0
2616,YK,2,"Flat 97b, Darren mission, Port Kathryn, W2K 2EN",W2K 2EN,+44(0)151 496 0102,0118 4960285,+44(0)1632960751,yes,1,710.0
2617,EA,2,"71 Karl fork, Robinsonstad, TR1X 3RZ",TR1X 3RZ,029 2018840,+44(0)115 496 0793,0114 4960285,yes,0,33144.64417853632
2618,XY,0,"5 Emily union, New Patrickview, S8D 2XA",S8D 2XA,+44113 496 0954,(0191)4960413,(0141) 496 0855,yes,0,47495.77306965093
2619,NZ,2,"619 Rosie centers, Daviestown, JE0Y 7NN",JE0Y 7NN,+44115 496 0576,+44116 4960229,(0909) 8790916,no,1,30081.518199893562
2620,OZ,1,"798 Pope run, New Gavinchester, B0C 6TD",B0C 6TD,+44(0)115 496 0613,0161 496 0457,+44113 496 0869,yes,0,77567.60934737185
2621,FR,2,"Studio 5, Davies street, West Caroline, M73 5YN",M73 5YN,(0117) 4960370,+44(0)20 74960747,(01632) 960 911,no,0,710.0
2622,FO,1,"919 Graham park, Beverleyville, ZE00 5SH",ZE00 5SH,028 9018228,01314960249,+44(0)114 4960240,yes,1,710.0
